Halo Gravity Traction Data Log. Starting Data Collection.

Data #, SetTension, Tension, MotorStatus
44, 15.00lbs, 14.69lbs, Holding
45, 15.00lbs, 14.48lbs, Holding
46, 15.00lbs, 14.42lbs, Holding
47, 15.00lbs, 14.40lbs, Holding
48, 15.00lbs, 14.37lbs, Holding
49, 15.00lbs, 14.09lbs, Holding
50, 15.00lbs, 14.31lbs, Holding
51, 15.00lbs, 14.52lbs, Holding
52, 15.00lbs, 14.41lbs, Holding
53, 15.00lbs, 15.06lbs, Holding
54, 15.00lbs, 15.79lbs, Holding
55, 15.00lbs, 15.86lbs, Holding
56, 15.00lbs, 15.00lbs, Holding
57, 15.00lbs, 14.40lbs, Holding
58, 15.00lbs, 14.58lbs, Holding
59, 15.00lbs, 15.59lbs, Holding
60, 15.00lbs, 16.59lbs, Holding
61, 15.00lbs, 17.53lbs, Holding
62, 15.00lbs, 14.75lbs, Holding
63, 15.00lbs, 13.66lbs, Holding
64, 15.00lbs, 14.04lbs, Applying Tension
65, 15.00lbs, 15.28lbs, Holding
66, 15.00lbs, 15.18lbs, Holding
67, 15.00lbs, 15.05lbs, Holding
68, 15.00lbs, 14.93lbs, Holding
69, 15.00lbs, 14.85lbs, Holding
70, 15.00lbs, 14.80lbs, Holding
71, 15.00lbs, 14.72lbs, Holding
72, 15.00lbs, 14.69lbs, Holding
73, 15.00lbs, 14.66lbs, Holding
74, 15.00lbs, 14.64lbs, Holding
75, 15.00lbs, 14.67lbs, Holding
76, 15.00lbs, 14.59lbs, Holding
77, 15.00lbs, 14.60lbs, Holding
78, 15.00lbs, 14.56lbs, Holding
79, 15.00lbs, 14.56lbs, Holding
80, 15.00lbs, 14.56lbs, Holding
81, 15.00lbs, 14.57lbs, Holding
82, 15.00lbs, 14.56lbs, Holding
83, 15.00lbs, 14.54lbs, Holding
84, 15.00lbs, 14.54lbs, Holding
85, 15.00lbs, 14.55lbs, Holding
86, 15.00lbs, 14.50lbs, Holding
87, 15.00lbs, 14.47lbs, Holding
88, 15.00lbs, 14.42lbs, Holding
89, 15.00lbs, 14.42lbs, Holding
90, 15.00lbs, 14.43lbs, Holding
91, 15.00lbs, 14.45lbs, Holding
92, 15.00lbs, 14.42lbs, Holding
93, 15.00lbs, 14.39lbs, Holding
94, 15.00lbs, 14.40lbs, Holding
95, 15.00lbs, 14.37lbs, Holding
96, 15.00lbs, 14.33lbs, Holding
97, 15.00lbs, 14.29lbs, Holding
98, 15.00lbs, 14.32lbs, Holding
99, 15.00lbs, 14.29lbs, Holding
100, 15.00lbs, 14.32lbs, Holding
101, 15.00lbs, 14.31lbs, Holding
102, 15.00lbs, 14.32lbs, Holding
103, 15.00lbs, 14.26lbs, Holding
104, 15.00lbs, 14.26lbs, Holding
105, 15.00lbs, 14.26lbs, Holding
106, 15.00lbs, 14.25lbs, Holding
107, 15.00lbs, 14.24lbs, Holding
108, 15.00lbs, 14.24lbs, Holding
109, 15.00lbs, 14.27lbs, Holding
110, 15.00lbs, 14.24lbs, Holding
111, 15.00lbs, 14.27lbs, Holding
112, 15.00lbs, 14.24lbs, Holding
113, 15.00lbs, 14.26lbs, Holding
114, 15.00lbs, 14.24lbs, Holding
115, 15.00lbs, 14.23lbs, Holding
116, 15.00lbs, 14.18lbs, Holding
117, 15.00lbs, 14.18lbs, Holding
118, 15.00lbs, 14.14lbs, Holding
119, 15.00lbs, 14.15lbs, Holding
120, 15.00lbs, 14.19lbs, Holding
121, 15.00lbs, 14.14lbs, Holding
122, 15.00lbs, 14.13lbs, Holding
123, 15.00lbs, 14.16lbs, Holding
124, 15.00lbs, 14.14lbs, Holding
125, 15.00lbs, 14.11lbs, Holding
126, 15.00lbs, 14.11lbs, Holding
127, 15.00lbs, 14.14lbs, Holding
128, 15.00lbs, 14.14lbs, Holding
129, 15.00lbs, 14.15lbs, Holding
130, 15.00lbs, 14.14lbs, Holding
131, 15.00lbs, 14.10lbs, Holding
132, 15.00lbs, 14.11lbs, Holding
133, 15.00lbs, 14.10lbs, Holding
134, 15.00lbs, 14.09lbs, Holding
135, 15.00lbs, 14.10lbs, Holding
136, 15.00lbs, 14.08lbs, Holding
137, 15.00lbs, 14.09lbs, Holding
138, 15.00lbs, 14.07lbs, Holding
139, 15.00lbs, 14.04lbs, Holding
140, 15.00lbs, 14.03lbs, Holding
141, 15.00lbs, 14.06lbs, Holding
142, 15.00lbs, 14.07lbs, Holding
143, 15.00lbs, 14.04lbs, Holding
144, 15.00lbs, 14.06lbs, Holding
145, 15.00lbs, 14.03lbs, Holding
146, 15.00lbs, 14.05lbs, Holding
147, 15.00lbs, 14.00lbs, Holding
148, 15.00lbs, 14.04lbs, Holding
149, 15.00lbs, 14.00lbs, Holding
150, 15.00lbs, 14.04lbs, Holding
151, 15.00lbs, 14.03lbs, Holding
152, 15.00lbs, 13.99lbs, Holding
153, 15.00lbs, 14.01lbs, Holding
154, 15.00lbs, 14.01lbs, Holding
155, 15.00lbs, 13.96lbs, Holding
156, 15.00lbs, 13.99lbs, Holding
157, 15.00lbs, 13.99lbs, Holding
158, 15.00lbs, 14.00lbs, Holding
159, 15.00lbs, 13.99lbs, Holding
160, 15.00lbs, 13.99lbs, Holding
161, 15.00lbs, 14.00lbs, Holding
162, 15.00lbs, 13.96lbs, Holding
163, 15.00lbs, 13.96lbs, Holding
164, 15.00lbs, 13.98lbs, Holding
165, 15.00lbs, 13.98lbs, Holding
166, 15.00lbs, 13.97lbs, Holding
167, 15.00lbs, 13.91lbs, Holding
168, 15.00lbs, 13.94lbs, Holding
169, 15.00lbs, 13.91lbs, Holding
170, 15.00lbs, 13.94lbs, Holding
171, 15.00lbs, 13.87lbs, Holding
172, 15.00lbs, 13.88lbs, Holding
173, 15.00lbs, 13.90lbs, Holding
174, 15.00lbs, 13.95lbs, Holding
175, 15.00lbs, 13.93lbs, Holding
176, 15.00lbs, 13.87lbs, Holding
177, 15.00lbs, 13.92lbs, Holding
178, 15.00lbs, 13.88lbs, Holding
179, 15.00lbs, 13.88lbs, Holding
180, 15.00lbs, 13.90lbs, Holding
181, 15.00lbs, 13.90lbs, Holding
182, 15.00lbs, 13.86lbs, Holding
183, 15.00lbs, 13.86lbs, Holding
184, 15.00lbs, 13.87lbs, Holding
185, 15.00lbs, 13.88lbs, Holding
186, 15.00lbs, 13.92lbs, Holding
187, 15.00lbs, 13.93lbs, Holding
188, 15.00lbs, 13.87lbs, Holding
189, 15.00lbs, 13.87lbs, Holding
190, 15.00lbs, 13.87lbs, Holding
191, 15.00lbs, 13.87lbs, Holding
192, 15.00lbs, 13.87lbs, Holding
193, 15.00lbs, 13.90lbs, Holding
194, 15.00lbs, 13.84lbs, Holding
195, 15.00lbs, 13.83lbs, Holding
196, 15.00lbs, 13.80lbs, Holding
197, 15.00lbs, 13.83lbs, Holding
198, 15.00lbs, 13.82lbs, Holding
199, 15.00lbs, 13.87lbs, Holding
200, 15.00lbs, 13.81lbs, Holding
201, 15.00lbs, 13.78lbs, Holding
202, 15.00lbs, 13.81lbs, Holding
203, 15.00lbs, 13.83lbs, Holding
204, 15.00lbs, 13.82lbs, Holding
205, 15.00lbs, 13.79lbs, Holding
206, 15.00lbs, 13.80lbs, Holding
207, 15.00lbs, 13.80lbs, Holding
208, 15.00lbs, 13.83lbs, Holding
209, 15.00lbs, 13.80lbs, Holding
210, 15.00lbs, 13.79lbs, Holding
211, 15.00lbs, 13.80lbs, Holding
212, 15.00lbs, 13.76lbs, Holding
213, 15.00lbs, 13.76lbs, Holding
214, 15.00lbs, 13.77lbs, Holding
215, 15.00lbs, 13.75lbs, Holding
216, 15.00lbs, 13.76lbs, Holding
217, 15.00lbs, 13.77lbs, Holding
218, 15.00lbs, 13.80lbs, Holding
219, 15.00lbs, 13.82lbs, Holding
220, 15.00lbs, 13.80lbs, Holding
221, 15.00lbs, 13.77lbs, Holding
222, 15.00lbs, 13.76lbs, Holding
223, 15.00lbs, 13.76lbs, Holding
224, 15.00lbs, 13.75lbs, Holding
225, 15.00lbs, 13.75lbs, Holding
226, 15.00lbs, 13.73lbs, Holding
227, 15.00lbs, 13.77lbs, Holding
228, 15.00lbs, 13.75lbs, Holding
229, 15.00lbs, 13.77lbs, Holding
230, 15.00lbs, 13.78lbs, Holding
231, 15.00lbs, 13.77lbs, Holding
232, 15.00lbs, 13.76lbs, Holding
233, 15.00lbs, 13.75lbs, Holding
234, 15.00lbs, 13.73lbs, Holding
235, 15.00lbs, 13.73lbs, Holding
236, 15.00lbs, 13.72lbs, Holding
237, 15.00lbs, 13.72lbs, Holding
238, 15.00lbs, 13.72lbs, Holding
239, 15.00lbs, 13.71lbs, Holding
240, 15.00lbs, 13.70lbs, Holding
241, 15.00lbs, 13.68lbs, Holding
242, 15.00lbs, 13.70lbs, Holding
243, 15.00lbs, 13.71lbs, Holding
244, 15.00lbs, 13.70lbs, Holding
245, 15.00lbs, 13.70lbs, Holding
246, 15.00lbs, 13.72lbs, Holding
247, 15.00lbs, 13.71lbs, Holding
248, 15.00lbs, 13.70lbs, Holding
249, 15.00lbs, 13.70lbs, Holding
250, 15.00lbs, 13.71lbs, Holding
251, 15.00lbs, 13.70lbs, Holding
252, 15.00lbs, 13.69lbs, Holding
253, 15.00lbs, 13.67lbs, Holding
254, 15.00lbs, 13.67lbs, Holding
255, 15.00lbs, 13.68lbs, Holding
256, 15.00lbs, 13.69lbs, Holding
257, 15.00lbs, 13.68lbs, Holding
258, 15.00lbs, 13.68lbs, Holding
259, 15.00lbs, 13.73lbs, Holding
260, 15.00lbs, 13.70lbs, Holding
261, 15.00lbs, 13.67lbs, Holding
262, 15.00lbs, 13.65lbs, Holding
263, 15.00lbs, 13.68lbs, Holding
264, 15.00lbs, 13.61lbs, Holding
265, 15.00lbs, 13.65lbs, Holding
266, 15.00lbs, 13.65lbs, Holding
267, 15.00lbs, 13.65lbs, Holding
268, 15.00lbs, 13.61lbs, Holding
269, 15.00lbs, 13.63lbs, Holding
270, 15.00lbs, 13.64lbs, Holding
271, 15.00lbs, 13.62lbs, Holding
272, 15.00lbs, 13.62lbs, Holding
273, 15.00lbs, 13.60lbs, Holding
274, 15.00lbs, 13.58lbs, Holding
275, 15.00lbs, 13.58lbs, Holding
276, 15.00lbs, 13.61lbs, Holding
277, 15.00lbs, 13.59lbs, Holding
278, 15.00lbs, 13.61lbs, Holding
279, 15.00lbs, 13.64lbs, Holding
280, 15.00lbs, 13.68lbs, Holding
281, 15.00lbs, 13.59lbs, Holding
282, 15.00lbs, 13.59lbs, Holding
283, 15.00lbs, 13.61lbs, Holding
284, 15.00lbs, 13.59lbs, Holding
285, 15.00lbs, 13.63lbs, Holding
286, 15.00lbs, 13.59lbs, Holding
287, 15.00lbs, 13.60lbs, Holding
288, 15.00lbs, 13.62lbs, Holding
289, 15.00lbs, 13.61lbs, Holding
290, 15.00lbs, 13.61lbs, Holding
291, 15.00lbs, 13.59lbs, Holding
292, 15.00lbs, 13.61lbs, Holding
293, 15.00lbs, 13.61lbs, Holding
294, 15.00lbs, 13.63lbs, Holding
295, 15.00lbs, 13.62lbs, Holding
296, 15.00lbs, 13.62lbs, Holding
297, 15.00lbs, 13.64lbs, Holding
298, 15.00lbs, 13.62lbs, Holding
299, 15.00lbs, 13.62lbs, Holding
300, 15.00lbs, 13.54lbs, Holding
301, 15.00lbs, 13.51lbs, Holding
302, 15.00lbs, 13.57lbs, Holding
303, 15.00lbs, 13.59lbs, Holding
304, 15.00lbs, 13.59lbs, Holding
305, 15.00lbs, 13.59lbs, Holding
306, 15.00lbs, 13.61lbs, Holding
307, 15.00lbs, 13.61lbs, Holding
308, 15.00lbs, 13.58lbs, Holding
309, 15.00lbs, 13.56lbs, Holding
310, 15.00lbs, 13.57lbs, Holding
311, 15.00lbs, 13.55lbs, Holding
312, 15.00lbs, 13.59lbs, Holding
313, 15.00lbs, 13.57lbs, Holding
314, 15.00lbs, 13.58lbs, Holding
315, 15.00lbs, 13.59lbs, Holding
316, 15.00lbs, 13.58lbs, Holding
317, 15.00lbs, 13.55lbs, Holding
318, 15.00lbs, 13.55lbs, Holding
319, 15.00lbs, 13.54lbs, Holding
320, 15.00lbs, 13.52lbs, Holding
321, 15.00lbs, 13.52lbs, Holding
322, 15.00lbs, 13.51lbs, Holding
323, 15.00lbs, 13.54lbs, Holding
324, 15.00lbs, 13.55lbs, Holding
325, 15.00lbs, 13.56lbs, Holding
326, 15.00lbs, 13.53lbs, Holding
327, 15.00lbs, 13.56lbs, Holding
328, 15.00lbs, 13.55lbs, Holding
329, 15.00lbs, 13.55lbs, Holding
330, 15.00lbs, 13.52lbs, Holding
331, 15.00lbs, 13.50lbs, Holding
332, 15.00lbs, 13.50lbs, Holding
333, 15.00lbs, 15.29lbs, Holding
334, 15.00lbs, 15.53lbs, Holding
335, 15.00lbs, 15.57lbs, Holding
336, 15.00lbs, 15.49lbs, Holding
337, 15.00lbs, 15.42lbs, Holding
338, 15.00lbs, 15.41lbs, Holding
339, 15.00lbs, 15.38lbs, Holding
340, 15.00lbs, 15.33lbs, Holding
341, 15.00lbs, 15.34lbs, Holding
342, 15.00lbs, 15.34lbs, Holding
343, 15.00lbs, 15.29lbs, Holding
344, 15.00lbs, 15.30lbs, Holding
345, 15.00lbs, 15.27lbs, Holding
346, 15.00lbs, 15.26lbs, Holding
347, 15.00lbs, 15.23lbs, Holding
348, 15.00lbs, 15.23lbs, Holding
349, 15.00lbs, 15.22lbs, Holding
350, 15.00lbs, 15.17lbs, Holding
351, 15.00lbs, 15.17lbs, Holding
352, 15.00lbs, 15.12lbs, Holding
353, 15.00lbs, 15.18lbs, Holding
354, 15.00lbs, 15.16lbs, Holding
355, 15.00lbs, 15.18lbs, Holding
356, 15.00lbs, 15.14lbs, Holding
357, 15.00lbs, 15.13lbs, Holding
358, 15.00lbs, 15.14lbs, Holding
359, 15.00lbs, 15.14lbs, Holding
360, 15.00lbs, 15.12lbs, Holding
361, 15.00lbs, 15.12lbs, Holding
362, 15.00lbs, 15.09lbs, Holding
363, 15.00lbs, 15.13lbs, Holding
364, 15.00lbs, 15.07lbs, Holding
365, 15.00lbs, 15.09lbs, Holding
366, 15.00lbs, 15.07lbs, Holding
367, 15.00lbs, 15.04lbs, Holding
368, 15.00lbs, 15.04lbs, Holding
369, 15.00lbs, 15.04lbs, Holding
370, 15.00lbs, 15.05lbs, Holding
371, 15.00lbs, 15.00lbs, Holding
372, 15.00lbs, 15.00lbs, Holding
373, 15.00lbs, 15.00lbs, Holding
374, 15.00lbs, 15.01lbs, Holding
375, 15.00lbs, 15.00lbs, Holding
376, 15.00lbs, 15.02lbs, Holding
377, 15.00lbs, 15.05lbs, Holding
378, 15.00lbs, 15.03lbs, Holding
379, 15.00lbs, 15.03lbs, Holding
380, 15.00lbs, 14.99lbs, Holding
381, 15.00lbs, 15.03lbs, Holding
382, 15.00lbs, 15.01lbs, Holding
383, 15.00lbs, 14.96lbs, Holding
384, 15.00lbs, 14.96lbs, Holding
385, 15.00lbs, 14.92lbs, Holding
386, 15.00lbs, 14.93lbs, Holding
387, 15.00lbs, 14.94lbs, Holding
388, 15.00lbs, 14.91lbs, Holding
389, 15.00lbs, 14.94lbs, Holding
390, 15.00lbs, 14.96lbs, Holding
391, 15.00lbs, 14.92lbs, Holding
392, 15.00lbs, 14.95lbs, Holding
393, 15.00lbs, 14.95lbs, Holding
394, 15.00lbs, 14.94lbs, Holding
395, 15.00lbs, 14.96lbs, Holding
396, 15.00lbs, 14.97lbs, Holding
397, 15.00lbs, 14.95lbs, Holding
398, 15.00lbs, 14.94lbs, Holding
399, 15.00lbs, 14.90lbs, Holding
400, 15.00lbs, 14.90lbs, Holding
401, 15.00lbs, 14.90lbs, Holding
402, 15.00lbs, 14.90lbs, Holding
403, 15.00lbs, 14.90lbs, Holding
404, 15.00lbs, 14.88lbs, Holding
405, 15.00lbs, 14.94lbs, Holding
406, 15.00lbs, 14.92lbs, Holding
407, 15.00lbs, 14.89lbs, Holding
408, 15.00lbs, 14.86lbs, Holding
409, 15.00lbs, 14.90lbs, Holding
410, 15.00lbs, 14.88lbs, Holding
411, 15.00lbs, 14.82lbs, Holding
412, 15.00lbs, 14.85lbs, Holding
413, 15.00lbs, 14.87lbs, Holding
414, 15.00lbs, 14.86lbs, Holding
415, 15.00lbs, 14.86lbs, Holding
416, 15.00lbs, 14.86lbs, Holding
417, 15.00lbs, 14.85lbs, Holding
418, 15.00lbs, 14.85lbs, Holding
419, 15.00lbs, 14.85lbs, Holding
420, 15.00lbs, 14.86lbs, Holding
421, 15.00lbs, 14.87lbs, Holding
422, 15.00lbs, 14.87lbs, Holding
423, 15.00lbs, 14.85lbs, Holding
424, 15.00lbs, 14.83lbs, Holding
425, 15.00lbs, 14.83lbs, Holding
426, 15.00lbs, 14.79lbs, Holding
427, 15.00lbs, 14.80lbs, Holding
428, 15.00lbs, 14.79lbs, Holding
429, 15.00lbs, 14.79lbs, Holding
430, 15.00lbs, 14.82lbs, Holding
431, 15.00lbs, 14.80lbs, Holding
432, 15.00lbs, 14.81lbs, Holding
433, 15.00lbs, 14.81lbs, Holding
434, 15.00lbs, 14.82lbs, Holding
435, 15.00lbs, 14.77lbs, Holding
436, 15.00lbs, 14.75lbs, Holding
437, 15.00lbs, 14.75lbs, Holding
438, 15.00lbs, 14.79lbs, Holding
439, 15.00lbs, 14.80lbs, Holding
440, 15.00lbs, 14.78lbs, Holding
441, 15.00lbs, 14.79lbs, Holding
442, 15.00lbs, 14.79lbs, Holding
443, 15.00lbs, 14.75lbs, Holding
444, 15.00lbs, 14.76lbs, Holding
445, 15.00lbs, 14.73lbs, Holding
446, 15.00lbs, 14.79lbs, Holding
447, 15.00lbs, 14.82lbs, Holding
448, 15.00lbs, 14.80lbs, Holding
449, 15.00lbs, 14.79lbs, Holding
450, 15.00lbs, 14.78lbs, Holding
451, 15.00lbs, 14.76lbs, Holding
452, 15.00lbs, 14.76lbs, Holding
453, 15.00lbs, 14.75lbs, Holding
454, 15.00lbs, 14.74lbs, Holding
455, 15.00lbs, 14.72lbs, Holding
456, 15.00lbs, 14.76lbs, Holding
457, 15.00lbs, 14.69lbs, Holding
458, 15.00lbs, 14.68lbs, Holding
459, 15.00lbs, 14.73lbs, Holding
460, 15.00lbs, 14.73lbs, Holding
461, 15.00lbs, 14.76lbs, Holding
462, 15.00lbs, 14.77lbs, Holding
463, 15.00lbs, 14.75lbs, Holding
464, 15.00lbs, 14.77lbs, Holding
465, 15.00lbs, 14.77lbs, Holding
466, 15.00lbs, 14.75lbs, Holding
467, 15.00lbs, 14.75lbs, Holding
468, 15.00lbs, 14.76lbs, Holding
469, 15.00lbs, 14.72lbs, Holding
470, 15.00lbs, 14.71lbs, Holding
471, 15.00lbs, 14.71lbs, Holding
472, 15.00lbs, 14.72lbs, Holding
473, 15.00lbs, 14.71lbs, Holding
474, 15.00lbs, 14.71lbs, Holding
475, 15.00lbs, 14.69lbs, Holding
476, 15.00lbs, 14.68lbs, Holding
477, 15.00lbs, 14.69lbs, Holding
478, 15.00lbs, 14.69lbs, Holding
479, 15.00lbs, 14.69lbs, Holding
480, 15.00lbs, 14.68lbs, Holding
481, 15.00lbs, 14.68lbs, Holding
482, 15.00lbs, 14.70lbs, Holding
483, 15.00lbs, 14.70lbs, Holding
484, 15.00lbs, 14.68lbs, Holding
485, 15.00lbs, 14.66lbs, Holding
486, 15.00lbs, 14.65lbs, Holding
487, 15.00lbs, 14.67lbs, Holding
488, 15.00lbs, 14.69lbs, Holding
489, 15.00lbs, 14.72lbs, Holding
490, 15.00lbs, 14.68lbs, Holding
491, 15.00lbs, 14.65lbs, Holding
492, 15.00lbs, 14.67lbs, Holding
493, 15.00lbs, 14.68lbs, Holding
494, 15.00lbs, 14.66lbs, Holding
495, 15.00lbs, 14.66lbs, Holding
496, 15.00lbs, 14.70lbs, Holding
497, 15.00lbs, 14.63lbs, Holding
498, 15.00lbs, 14.67lbs, Holding
499, 15.00lbs, 14.65lbs, Holding
500, 15.00lbs, 14.63lbs, Holding
501, 15.00lbs, 14.61lbs, Holding
502, 15.00lbs, 14.62lbs, Holding
503, 15.00lbs, 14.67lbs, Holding
504, 15.00lbs, 14.61lbs, Holding
505, 15.00lbs, 14.61lbs, Holding
506, 15.00lbs, 14.64lbs, Holding
507, 15.00lbs, 14.66lbs, Holding
508, 15.00lbs, 14.69lbs, Holding
509, 15.00lbs, 14.67lbs, Holding
510, 15.00lbs, 14.64lbs, Holding
511, 15.00lbs, 14.62lbs, Holding
512, 15.00lbs, 14.64lbs, Holding
513, 15.00lbs, 14.62lbs, Holding
514, 15.00lbs, 14.61lbs, Holding
515, 15.00lbs, 14.58lbs, Holding
516, 15.00lbs, 14.61lbs, Holding
517, 15.00lbs, 14.59lbs, Holding
518, 15.00lbs, 14.59lbs, Holding
519, 15.00lbs, 14.58lbs, Holding
520, 15.00lbs, 14.60lbs, Holding
521, 15.00lbs, 14.61lbs, Holding
522, 15.00lbs, 14.62lbs, Holding
523, 15.00lbs, 14.59lbs, Holding
524, 15.00lbs, 14.61lbs, Holding
525, 15.00lbs, 14.63lbs, Holding
526, 15.00lbs, 14.63lbs, Holding
527, 15.00lbs, 14.63lbs, Holding
528, 15.00lbs, 14.57lbs, Holding
529, 15.00lbs, 14.58lbs, Holding
530, 15.00lbs, 14.61lbs, Holding
531, 15.00lbs, 14.62lbs, Holding
532, 15.00lbs, 14.60lbs, Holding
533, 15.00lbs, 14.58lbs, Holding
534, 15.00lbs, 14.58lbs, Holding
535, 15.00lbs, 14.59lbs, Holding
536, 15.00lbs, 14.60lbs, Holding
537, 15.00lbs, 14.59lbs, Holding
538, 15.00lbs, 14.56lbs, Holding
539, 15.00lbs, 14.53lbs, Holding
540, 15.00lbs, 14.52lbs, Holding
541, 15.00lbs, 14.56lbs, Holding
542, 15.00lbs, 14.59lbs, Holding
543, 15.00lbs, 14.59lbs, Holding
544, 15.00lbs, 14.60lbs, Holding
545, 15.00lbs, 14.56lbs, Holding
546, 15.00lbs, 14.58lbs, Holding
547, 15.00lbs, 14.59lbs, Holding
548, 15.00lbs, 14.51lbs, Holding
549, 15.00lbs, 14.53lbs, Holding
550, 15.00lbs, 14.55lbs, Holding
551, 15.00lbs, 14.57lbs, Holding
552, 15.00lbs, 14.59lbs, Holding
553, 15.00lbs, 14.58lbs, Holding
554, 15.00lbs, 14.55lbs, Holding
555, 15.00lbs, 14.55lbs, Holding
556, 15.00lbs, 14.57lbs, Holding
557, 15.00lbs, 14.55lbs, Holding
558, 15.00lbs, 14.52lbs, Holding
559, 15.00lbs, 14.50lbs, Holding
560, 15.00lbs, 14.56lbs, Holding
561, 15.00lbs, 14.58lbs, Holding
562, 15.00lbs, 14.57lbs, Holding
563, 15.00lbs, 14.58lbs, Holding
564, 15.00lbs, 14.54lbs, Holding
565, 15.00lbs, 14.54lbs, Holding
566, 15.00lbs, 14.52lbs, Holding
567, 15.00lbs, 14.50lbs, Holding
568, 15.00lbs, 14.50lbs, Holding
569, 15.00lbs, 14.52lbs, Holding
570, 15.00lbs, 14.56lbs, Holding
571, 15.00lbs, 14.49lbs, Holding
572, 15.00lbs, 14.52lbs, Holding
573, 15.00lbs, 14.57lbs, Holding
574, 15.00lbs, 14.53lbs, Holding
575, 15.00lbs, 14.55lbs, Holding
576, 15.00lbs, 14.55lbs, Holding
577, 15.00lbs, 14.52lbs, Holding
578, 15.00lbs, 14.51lbs, Holding
579, 15.00lbs, 14.51lbs, Holding
580, 15.00lbs, 14.52lbs, Holding
581, 15.00lbs, 14.57lbs, Holding
582, 15.00lbs, 14.56lbs, Holding
583, 15.00lbs, 14.54lbs, Holding
584, 15.00lbs, 14.54lbs, Holding
585, 15.00lbs, 14.53lbs, Holding
586, 15.00lbs, 14.55lbs, Holding
587, 15.00lbs, 14.56lbs, Holding
588, 15.00lbs, 14.56lbs, Holding
589, 15.00lbs, 14.54lbs, Holding
590, 15.00lbs, 14.52lbs, Holding
591, 15.00lbs, 14.54lbs, Holding
592, 15.00lbs, 14.48lbs, Holding
593, 15.00lbs, 14.49lbs, Holding
594, 15.00lbs, 14.53lbs, Holding
595, 15.00lbs, 14.52lbs, Holding
596, 15.00lbs, 14.52lbs, Holding
597, 15.00lbs, 14.51lbs, Holding
598, 15.00lbs, 14.48lbs, Holding
599, 15.00lbs, 14.48lbs, Holding
600, 15.00lbs, 14.51lbs, Holding
601, 15.00lbs, 14.53lbs, Holding
602, 15.00lbs, 14.52lbs, Holding
603, 15.00lbs, 14.48lbs, Holding
604, 15.00lbs, 14.51lbs, Holding
605, 15.00lbs, 14.51lbs, Holding
606, 15.00lbs, 14.48lbs, Holding
607, 15.00lbs, 14.47lbs, Holding
608, 15.00lbs, 14.47lbs, Holding
609, 15.00lbs, 14.46lbs, Holding
610, 15.00lbs, 14.49lbs, Holding
611, 15.00lbs, 14.52lbs, Holding
612, 15.00lbs, 14.46lbs, Holding
613, 15.00lbs, 14.45lbs, Holding
614, 15.00lbs, 14.47lbs, Holding
615, 15.00lbs, 14.45lbs, Holding
616, 15.00lbs, 14.45lbs, Holding
617, 15.00lbs, 14.47lbs, Holding
618, 15.00lbs, 14.47lbs, Holding
619, 15.00lbs, 14.45lbs, Holding
620, 15.00lbs, 14.47lbs, Holding
621, 15.00lbs, 14.45lbs, Holding
622, 15.00lbs, 14.45lbs, Holding
623, 15.00lbs, 14.48lbs, Holding
624, 15.00lbs, 14.45lbs, Holding
625, 15.00lbs, 14.44lbs, Holding
626, 15.00lbs, 14.44lbs, Holding
