Halo Gravity Traction Data Log. Starting Data Collection.

Data #, SetTension, Tension, MotorStatus
50589, 15.00lbs, 13.70lbs, Holding
50590, 15.00lbs, 13.69lbs, Holding
50591, 15.00lbs, 13.73lbs, Holding
50592, 15.00lbs, 13.74lbs, Holding
50593, 15.00lbs, 13.74lbs, Holding
50594, 15.00lbs, 13.76lbs, Holding
50595, 15.00lbs, 13.76lbs, Holding
50596, 15.00lbs, 13.75lbs, Holding
50597, 15.00lbs, 13.76lbs, Holding
50598, 15.00lbs, 13.77lbs, Holding
50599, 15.00lbs, 13.73lbs, Holding
50600, 15.00lbs, 13.74lbs, Holding
50601, 15.00lbs, 13.74lbs, Holding
50602, 15.00lbs, 13.73lbs, Holding
50603, 15.00lbs, 13.71lbs, Holding
50604, 15.00lbs, 13.71lbs, Holding
50605, 15.00lbs, 13.75lbs, Holding
50606, 15.00lbs, 13.74lbs, Holding
50607, 15.00lbs, 13.75lbs, Holding
50608, 15.00lbs, 13.75lbs, Holding
50609, 15.00lbs, 13.73lbs, Holding
50610, 15.00lbs, 13.72lbs, Holding
50611, 15.00lbs, 13.70lbs, Holding
50612, 15.00lbs, 13.70lbs, Holding
50613, 15.00lbs, 13.71lbs, Holding
50614, 15.00lbs, 13.74lbs, Holding
50615, 15.00lbs, 13.75lbs, Holding
50616, 15.00lbs, 13.75lbs, Holding
50617, 15.00lbs, 13.74lbs, Holding
50618, 15.00lbs, 13.73lbs, Holding
50619, 15.00lbs, 13.77lbs, Holding
50620, 15.00lbs, 13.78lbs, Holding
50621, 15.00lbs, 13.72lbs, Holding
50622, 15.00lbs, 13.73lbs, Holding
50623, 15.00lbs, 13.72lbs, Holding
50624, 15.00lbs, 13.71lbs, Holding
50625, 15.00lbs, 13.72lbs, Holding
50626, 15.00lbs, 13.74lbs, Holding
50627, 15.00lbs, 13.74lbs, Holding
50628, 15.00lbs, 13.75lbs, Holding
50629, 15.00lbs, 13.75lbs, Holding
50630, 15.00lbs, 13.75lbs, Holding
50631, 15.00lbs, 13.75lbs, Holding
50632, 15.00lbs, 13.73lbs, Holding
50633, 15.00lbs, 13.73lbs, Holding
50634, 15.00lbs, 13.72lbs, Holding
50635, 15.00lbs, 13.73lbs, Holding
50636, 15.00lbs, 13.74lbs, Holding
50637, 15.00lbs, 13.71lbs, Holding
50638, 15.00lbs, 13.70lbs, Holding
50639, 15.00lbs, 13.70lbs, Holding
50640, 15.00lbs, 13.73lbs, Holding
50641, 15.00lbs, 13.71lbs, Holding
50642, 15.00lbs, 13.72lbs, Holding
50643, 15.00lbs, 13.70lbs, Holding
50644, 15.00lbs, 13.71lbs, Holding
50645, 15.00lbs, 13.75lbs, Holding
50646, 15.00lbs, 13.76lbs, Holding
50647, 15.00lbs, 13.75lbs, Holding
50648, 15.00lbs, 13.72lbs, Holding
50649, 15.00lbs, 13.76lbs, Holding
50650, 15.00lbs, 13.76lbs, Holding
50651, 15.00lbs, 13.73lbs, Holding
50652, 15.00lbs, 13.75lbs, Holding
50653, 15.00lbs, 13.76lbs, Holding
50654, 15.00lbs, 13.75lbs, Holding
50655, 15.00lbs, 13.73lbs, Holding
50656, 15.00lbs, 13.73lbs, Holding
50657, 15.00lbs, 13.69lbs, Holding
50658, 15.00lbs, 13.68lbs, Holding
50659, 15.00lbs, 13.69lbs, Holding
50660, 15.00lbs, 13.70lbs, Holding
50661, 15.00lbs, 13.72lbs, Holding
50662, 15.00lbs, 13.74lbs, Holding
50663, 15.00lbs, 13.73lbs, Holding
50664, 15.00lbs, 13.73lbs, Holding
50665, 15.00lbs, 13.75lbs, Holding
50666, 15.00lbs, 13.73lbs, Holding
50667, 15.00lbs, 13.72lbs, Holding
50668, 15.00lbs, 13.72lbs, Holding
50669, 15.00lbs, 13.74lbs, Holding
50670, 15.00lbs, 13.74lbs, Holding
50671, 15.00lbs, 13.72lbs, Holding
50672, 15.00lbs, 13.71lbs, Holding
50673, 15.00lbs, 13.74lbs, Holding
50674, 15.00lbs, 13.76lbs, Holding
50675, 15.00lbs, 13.76lbs, Holding
50676, 15.00lbs, 13.75lbs, Holding
50677, 15.00lbs, 13.72lbs, Holding
50678, 15.00lbs, 13.75lbs, Holding
50679, 15.00lbs, 13.73lbs, Holding
50680, 15.00lbs, 13.74lbs, Holding
50681, 15.00lbs, 13.72lbs, Holding
50682, 15.00lbs, 13.72lbs, Holding
50683, 15.00lbs, 13.73lbs, Holding
50684, 15.00lbs, 13.72lbs, Holding
50685, 15.00lbs, 13.74lbs, Holding
50686, 15.00lbs, 13.73lbs, Holding
50687, 15.00lbs, 13.74lbs, Holding
50688, 15.00lbs, 13.72lbs, Holding
50689, 15.00lbs, 13.72lbs, Holding
50690, 15.00lbs, 13.70lbs, Holding
50691, 15.00lbs, 13.70lbs, Holding
50692, 15.00lbs, 13.73lbs, Holding
50693, 15.00lbs, 13.70lbs, Holding
50694, 15.00lbs, 13.69lbs, Holding
50695, 15.00lbs, 13.71lbs, Holding
50696, 15.00lbs, 13.66lbs, Holding
50697, 15.00lbs, 13.67lbs, Holding
50698, 15.00lbs, 13.70lbs, Holding
50699, 15.00lbs, 13.75lbs, Holding
50700, 15.00lbs, 13.75lbs, Holding
50701, 15.00lbs, 13.72lbs, Holding
50702, 15.00lbs, 13.72lbs, Holding
50703, 15.00lbs, 13.74lbs, Holding
50704, 15.00lbs, 13.75lbs, Holding
50705, 15.00lbs, 13.78lbs, Holding
50706, 15.00lbs, 13.77lbs, Holding
50707, 15.00lbs, 13.73lbs, Holding
50708, 15.00lbs, 13.71lbs, Holding
50709, 15.00lbs, 13.70lbs, Holding
50710, 15.00lbs, 13.71lbs, Holding
50711, 15.00lbs, 13.74lbs, Holding
50712, 15.00lbs, 13.76lbs, Holding
50713, 15.00lbs, 13.75lbs, Holding
50714, 15.00lbs, 13.76lbs, Holding
50715, 15.00lbs, 13.74lbs, Holding
50716, 15.00lbs, 13.74lbs, Holding
50717, 15.00lbs, 13.74lbs, Holding
50718, 15.00lbs, 13.73lbs, Holding
50719, 15.00lbs, 13.71lbs, Holding
50720, 15.00lbs, 13.71lbs, Holding
50721, 15.00lbs, 13.75lbs, Holding
50722, 15.00lbs, 13.74lbs, Holding
50723, 15.00lbs, 13.74lbs, Holding
50724, 15.00lbs, 13.73lbs, Holding
50725, 15.00lbs, 13.71lbs, Holding
50726, 15.00lbs, 13.71lbs, Holding
50727, 15.00lbs, 13.72lbs, Holding
50728, 15.00lbs, 13.73lbs, Holding
50729, 15.00lbs, 13.72lbs, Holding
50730, 15.00lbs, 13.72lbs, Holding
50731, 15.00lbs, 13.71lbs, Holding
50732, 15.00lbs, 13.71lbs, Holding
50733, 15.00lbs, 13.72lbs, Holding
50734, 15.00lbs, 13.75lbs, Holding
50735, 15.00lbs, 13.74lbs, Holding
50736, 15.00lbs, 13.71lbs, Holding
50737, 15.00lbs, 13.76lbs, Holding
50738, 15.00lbs, 13.75lbs, Holding
50739, 15.00lbs, 13.77lbs, Holding
50740, 15.00lbs, 13.73lbs, Holding
50741, 15.00lbs, 13.70lbs, Holding
50742, 15.00lbs, 13.72lbs, Holding
50743, 15.00lbs, 13.75lbs, Holding
50744, 15.00lbs, 13.76lbs, Holding
50745, 15.00lbs, 13.72lbs, Holding
50746, 15.00lbs, 13.73lbs, Holding
50747, 15.00lbs, 13.75lbs, Holding
50748, 15.00lbs, 13.73lbs, Holding
50749, 15.00lbs, 13.72lbs, Holding
50750, 15.00lbs, 13.73lbs, Holding
50751, 15.00lbs, 13.76lbs, Holding
50752, 15.00lbs, 13.76lbs, Holding
50753, 15.00lbs, 13.75lbs, Holding
50754, 15.00lbs, 13.74lbs, Holding
50755, 15.00lbs, 13.73lbs, Holding
50756, 15.00lbs, 13.70lbs, Holding
50757, 15.00lbs, 13.69lbs, Holding
50758, 15.00lbs, 13.74lbs, Holding
50759, 15.00lbs, 13.73lbs, Holding
50760, 15.00lbs, 13.73lbs, Holding
50761, 15.00lbs, 13.72lbs, Holding
50762, 15.00lbs, 13.73lbs, Holding
50763, 15.00lbs, 13.74lbs, Holding
50764, 15.00lbs, 13.74lbs, Holding
50765, 15.00lbs, 13.75lbs, Holding
50766, 15.00lbs, 13.72lbs, Holding
50767, 15.00lbs, 13.75lbs, Holding
50768, 15.00lbs, 13.71lbs, Holding
50769, 15.00lbs, 13.73lbs, Holding
50770, 15.00lbs, 13.76lbs, Holding
50771, 15.00lbs, 13.73lbs, Holding
50772, 15.00lbs, 13.74lbs, Holding
50773, 15.00lbs, 13.74lbs, Holding
50774, 15.00lbs, 13.75lbs, Holding
50775, 15.00lbs, 13.75lbs, Holding
50776, 15.00lbs, 13.75lbs, Holding
50777, 15.00lbs, 13.75lbs, Holding
50778, 15.00lbs, 13.74lbs, Holding
50779, 15.00lbs, 13.76lbs, Holding
50780, 15.00lbs, 13.73lbs, Holding
50781, 15.00lbs, 13.75lbs, Holding
50782, 15.00lbs, 13.72lbs, Holding
50783, 15.00lbs, 13.72lbs, Holding
50784, 15.00lbs, 13.75lbs, Holding
50785, 15.00lbs, 13.77lbs, Holding
50786, 15.00lbs, 13.76lbs, Holding
50787, 15.00lbs, 13.76lbs, Holding
50788, 15.00lbs, 13.75lbs, Holding
50789, 15.00lbs, 13.75lbs, Holding
50790, 15.00lbs, 13.72lbs, Holding
50791, 15.00lbs, 13.73lbs, Holding
50792, 15.00lbs, 13.74lbs, Holding
50793, 15.00lbs, 13.74lbs, Holding
50794, 15.00lbs, 13.73lbs, Holding
50795, 15.00lbs, 13.72lbs, Holding
50796, 15.00lbs, 13.72lbs, Holding
50797, 15.00lbs, 13.72lbs, Holding
50798, 15.00lbs, 13.71lbs, Holding
50799, 15.00lbs, 13.71lbs, Holding
50800, 15.00lbs, 13.72lbs, Holding
50801, 15.00lbs, 13.75lbs, Holding
50802, 15.00lbs, 13.74lbs, Holding
50803, 15.00lbs, 13.72lbs, Holding
50804, 15.00lbs, 13.71lbs, Holding
50805, 15.00lbs, 13.74lbs, Holding
50806, 15.00lbs, 13.73lbs, Holding
50807, 15.00lbs, 13.73lbs, Holding
50808, 15.00lbs, 13.72lbs, Holding
50809, 15.00lbs, 13.74lbs, Holding
50810, 15.00lbs, 13.73lbs, Holding
50811, 15.00lbs, 13.70lbs, Holding
50812, 15.00lbs, 13.71lbs, Holding
50813, 15.00lbs, 13.70lbs, Holding
50814, 15.00lbs, 13.70lbs, Holding
50815, 15.00lbs, 13.70lbs, Holding
50816, 15.00lbs, 13.72lbs, Holding
50817, 15.00lbs, 13.73lbs, Holding
50818, 15.00lbs, 13.72lbs, Holding
50819, 15.00lbs, 13.70lbs, Holding
50820, 15.00lbs, 13.71lbs, Holding
50821, 15.00lbs, 13.72lbs, Holding
50822, 15.00lbs, 13.70lbs, Holding
50823, 15.00lbs, 13.74lbs, Holding
50824, 15.00lbs, 13.72lbs, Holding
50825, 15.00lbs, 13.73lbs, Holding
50826, 15.00lbs, 13.71lbs, Holding
50827, 15.00lbs, 13.71lbs, Holding
50828, 15.00lbs, 13.70lbs, Holding
50829, 15.00lbs, 13.74lbs, Holding
50830, 15.00lbs, 13.74lbs, Holding
50831, 15.00lbs, 13.73lbs, Holding
50832, 15.00lbs, 13.73lbs, Holding
50833, 15.00lbs, 13.75lbs, Holding
50834, 15.00lbs, 13.74lbs, Holding
50835, 15.00lbs, 13.74lbs, Holding
50836, 15.00lbs, 13.74lbs, Holding
50837, 15.00lbs, 13.75lbs, Holding
50838, 15.00lbs, 13.74lbs, Holding
50839, 15.00lbs, 13.74lbs, Holding
50840, 15.00lbs, 13.72lbs, Holding
50841, 15.00lbs, 13.70lbs, Holding
50842, 15.00lbs, 13.71lbs, Holding
50843, 15.00lbs, 13.71lbs, Holding
50844, 15.00lbs, 13.72lbs, Holding
50845, 15.00lbs, 13.74lbs, Holding
50846, 15.00lbs, 13.73lbs, Holding
50847, 15.00lbs, 13.72lbs, Holding
50848, 15.00lbs, 13.72lbs, Holding
50849, 15.00lbs, 13.73lbs, Holding
50850, 15.00lbs, 13.71lbs, Holding
50851, 15.00lbs, 13.70lbs, Holding
50852, 15.00lbs, 13.74lbs, Holding
50853, 15.00lbs, 13.71lbs, Holding
50854, 15.00lbs, 13.75lbs, Holding
50855, 15.00lbs, 13.73lbs, Holding
50856, 15.00lbs, 13.75lbs, Holding
50857, 15.00lbs, 13.71lbs, Holding
50858, 15.00lbs, 13.72lbs, Holding
50859, 15.00lbs, 13.74lbs, Holding
50860, 15.00lbs, 13.74lbs, Holding
50861, 15.00lbs, 13.71lbs, Holding
50862, 15.00lbs, 13.72lbs, Holding
50863, 15.00lbs, 13.74lbs, Holding
50864, 15.00lbs, 13.72lbs, Holding
50865, 15.00lbs, 13.77lbs, Holding
50866, 15.00lbs, 13.73lbs, Holding
50867, 15.00lbs, 13.72lbs, Holding
50868, 15.00lbs, 13.75lbs, Holding
50869, 15.00lbs, 13.74lbs, Holding
50870, 15.00lbs, 13.72lbs, Holding
50871, 15.00lbs, 13.74lbs, Holding
50872, 15.00lbs, 13.77lbs, Holding
50873, 15.00lbs, 13.76lbs, Holding
50874, 15.00lbs, 13.74lbs, Holding
50875, 15.00lbs, 13.73lbs, Holding
50876, 15.00lbs, 13.73lbs, Holding
50877, 15.00lbs, 13.72lbs, Holding
50878, 15.00lbs, 13.75lbs, Holding
50879, 15.00lbs, 13.76lbs, Holding
50880, 15.00lbs, 13.73lbs, Holding
50881, 15.00lbs, 13.72lbs, Holding
50882, 15.00lbs, 13.73lbs, Holding
50883, 15.00lbs, 13.69lbs, Holding
50884, 15.00lbs, 13.72lbs, Holding
50885, 15.00lbs, 13.73lbs, Holding
50886, 15.00lbs, 13.72lbs, Holding
50887, 15.00lbs, 13.72lbs, Holding
50888, 15.00lbs, 13.72lbs, Holding
50889, 15.00lbs, 13.72lbs, Holding
50890, 15.00lbs, 13.75lbs, Holding
50891, 15.00lbs, 13.77lbs, Holding
50892, 15.00lbs, 13.75lbs, Holding
50893, 15.00lbs, 13.73lbs, Holding
50894, 15.00lbs, 13.75lbs, Holding
50895, 15.00lbs, 13.74lbs, Holding
50896, 15.00lbs, 13.76lbs, Holding
50897, 15.00lbs, 13.76lbs, Holding
50898, 15.00lbs, 13.74lbs, Holding
50899, 15.00lbs, 13.75lbs, Holding
50900, 15.00lbs, 13.73lbs, Holding
50901, 15.00lbs, 13.76lbs, Holding
50902, 15.00lbs, 13.75lbs, Holding
50903, 15.00lbs, 13.75lbs, Holding
50904, 15.00lbs, 13.72lbs, Holding
50905, 15.00lbs, 13.71lbs, Holding
50906, 15.00lbs, 13.71lbs, Holding
50907, 15.00lbs, 13.70lbs, Holding
50908, 15.00lbs, 13.71lbs, Holding
50909, 15.00lbs, 13.74lbs, Holding
50910, 15.00lbs, 13.71lbs, Holding
50911, 15.00lbs, 13.74lbs, Holding
50912, 15.00lbs, 13.72lbs, Holding
50913, 15.00lbs, 13.72lbs, Holding
50914, 15.00lbs, 13.72lbs, Holding
50915, 15.00lbs, 13.72lbs, Holding
50916, 15.00lbs, 13.74lbs, Holding
50917, 15.00lbs, 13.71lbs, Holding
50918, 15.00lbs, 13.74lbs, Holding
50919, 15.00lbs, 13.74lbs, Holding
50920, 15.00lbs, 13.75lbs, Holding
50921, 15.00lbs, 13.75lbs, Holding
50922, 15.00lbs, 13.74lbs, Holding
50923, 15.00lbs, 13.74lbs, Holding
50924, 15.00lbs, 13.74lbs, Holding
50925, 15.00lbs, 13.75lbs, Holding
50926, 15.00lbs, 13.73lbs, Holding
50927, 15.00lbs, 13.75lbs, Holding
50928, 15.00lbs, 13.75lbs, Holding
50929, 15.00lbs, 13.76lbs, Holding
50930, 15.00lbs, 13.74lbs, Holding
50931, 15.00lbs, 13.71lbs, Holding
50932, 15.00lbs, 13.73lbs, Holding
50933, 15.00lbs, 13.74lbs, Holding
50934, 15.00lbs, 13.71lbs, Holding
50935, 15.00lbs, 13.74lbs, Holding
50936, 15.00lbs, 13.72lbs, Holding
50937, 15.00lbs, 13.74lbs, Holding
50938, 15.00lbs, 13.74lbs, Holding
50939, 15.00lbs, 13.72lbs, Holding
50940, 15.00lbs, 13.70lbs, Holding
50941, 15.00lbs, 13.71lbs, Holding
50942, 15.00lbs, 13.73lbs, Holding
50943, 15.00lbs, 13.76lbs, Holding
50944, 15.00lbs, 13.74lbs, Holding
50945, 15.00lbs, 13.73lbs, Holding
50946, 15.00lbs, 13.71lbs, Holding
50947, 15.00lbs, 13.74lbs, Holding
50948, 15.00lbs, 13.76lbs, Holding
50949, 15.00lbs, 13.74lbs, Holding
50950, 15.00lbs, 13.71lbs, Holding
50951, 15.00lbs, 13.71lbs, Holding
50952, 15.00lbs, 13.72lbs, Holding
50953, 15.00lbs, 13.75lbs, Holding
50954, 15.00lbs, 13.75lbs, Holding
50955, 15.00lbs, 13.74lbs, Holding
50956, 15.00lbs, 13.75lbs, Holding
50957, 15.00lbs, 13.74lbs, Holding
50958, 15.00lbs, 13.73lbs, Holding
50959, 15.00lbs, 13.73lbs, Holding
50960, 15.00lbs, 13.72lbs, Holding
50961, 15.00lbs, 13.74lbs, Holding
50962, 15.00lbs, 13.77lbs, Holding
50963, 15.00lbs, 13.74lbs, Holding
50964, 15.00lbs, 13.74lbs, Holding
50965, 15.00lbs, 13.74lbs, Holding
50966, 15.00lbs, 13.75lbs, Holding
50967, 15.00lbs, 13.76lbs, Holding
50968, 15.00lbs, 13.74lbs, Holding
50969, 15.00lbs, 13.73lbs, Holding
50970, 15.00lbs, 13.74lbs, Holding
50971, 15.00lbs, 13.73lbs, Holding
50972, 15.00lbs, 13.72lbs, Holding
50973, 15.00lbs, 13.71lbs, Holding
50974, 15.00lbs, 13.69lbs, Holding
50975, 15.00lbs, 13.73lbs, Holding
50976, 15.00lbs, 13.76lbs, Holding
50977, 15.00lbs, 13.74lbs, Holding
50978, 15.00lbs, 13.71lbs, Holding
50979, 15.00lbs, 13.71lbs, Holding
50980, 15.00lbs, 13.71lbs, Holding
50981, 15.00lbs, 13.72lbs, Holding
50982, 15.00lbs, 13.74lbs, Holding
50983, 15.00lbs, 13.72lbs, Holding
50984, 15.00lbs, 13.74lbs, Holding
50985, 15.00lbs, 13.76lbs, Holding
50986, 15.00lbs, 13.77lbs, Holding
50987, 15.00lbs, 13.74lbs, Holding
50988, 15.00lbs, 13.73lbs, Holding
50989, 15.00lbs, 13.74lbs, Holding
50990, 15.00lbs, 13.72lbs, Holding
50991, 15.00lbs, 13.70lbs, Holding
50992, 15.00lbs, 13.71lbs, Holding
50993, 15.00lbs, 13.74lbs, Holding
50994, 15.00lbs, 13.75lbs, Holding
50995, 15.00lbs, 13.74lbs, Holding
50996, 15.00lbs, 13.72lbs, Holding
50997, 15.00lbs, 13.73lbs, Holding
50998, 15.00lbs, 13.70lbs, Holding
50999, 15.00lbs, 13.69lbs, Holding
51000, 15.00lbs, 13.71lbs, Holding
51001, 15.00lbs, 13.76lbs, Holding
51002, 15.00lbs, 13.75lbs, Holding
51003, 15.00lbs, 13.72lbs, Holding
51004, 15.00lbs, 13.74lbs, Holding
